customer_id,application_date,gender,unsatisfied_ccjs,age_oldest_active_account,cc_value_3m,worst_paystatus_24m,defaults,months_since_default,search_payday,deceased
1163,06/07/2017,M,1.0,128.0,,0,0.0,,0.0,0.0
1164,19/07/2017,F,0.0,63.0,,U,0.0,,0.0,0.0
1165,21/02/2018,M,1.0,149.0,0.0,D,3.0,41.0,0.0,0.0
1166,24/02/2018,F,0.0,92.0,,D,1.0,60.0,1.0,0.0
1167,02/03/2018,F,2.0,82.0,,U,1.0,33.0,0.0,0.0
1168,23/07/2018,F,0.0,115.0,,D,0.0,,0.0,0.0
1169,24/07/2018,M,0.0,103.0,,1,0.0,,0.0,0.0
1170,30/07/2018,M,3.0,172.0,,D,5.0,47.0,0.0,0.0
1171,30/07/2018,F,0.0,108.0,,D,1.0,18.0,0.0,0.0
1172,01/08/2018,F,1.0,86.0,,U,1.0,43.0,0.0,0.0
1173,05/11/2018,F,0.0,155.0,,U,3.0,48.0,0.0,0.0
1174,05/12/2018,M,0.0,216.0,,D,2.0,7.0,0.0,0.0
1175,06/11/2018,M,0.0,49.0,,D,0.0,,0.0,0.0
1176,12/01/2019,F,1.0,237.0,,D,0.0,,0.0,0.0
1177,15/01/2019,F,0.0,178.0,,0,0.0,,0.0,0.0
1178,27/03/2019,M,9.0,143.0,,0,4.0,37.0,0.0,0.0
1179,08/03/2019,F,0.0,158.0,498.0,D,2.0,6.0,0.0,0.0
1180,11/03/2019,M,0.0,122.0,,U,0.0,,0.0,0.0
1181,11/03/2019,F,2.0,88.0,,D,3.0,29.0,0.0,0.0
1182,14/06/2017,M,0.0,158.0,,U,0.0,,0.0,0.0
1183,08/07/2017,F,0.0,41.0,,D,5.0,20.0,0.0,0.0
1184,11/07/2017,F,0.0,156.0,,0,4.0,26.0,0.0,0.0
1185,12/07/2017,F,0.0,110.0,,4,0.0,,0.0,0.0
1186,13/07/2017,M,0.0,82.0,,D,2.0,18.0,0.0,0.0
1187,14/07/2017,M,0.0,,,,0.0,,0.0,0.0
1188,16/07/2017,F,0.0,20.0,190.0,U,0.0,,0.0,0.0
1189,18/07/2017,M,1.0,246.0,,D,2.0,0.0,0.0,0.0
1190,18/07/2017,M,0.0,87.0,,D,1.0,15.0,0.0,0.0
1191,21/07/2017,F,1.0,249.0,,D,5.0,5.0,0.0,0.0
1192,20/02/2018,M,1.0,240.0,,3,1.0,42.0,0.0,0.0
1193,22/02/2018,M,0.0,77.0,,D,3.0,29.0,1.0,0.0
1194,23/02/2018,M,0.0,23.0,,0,0.0,,0.0,0.0
1195,25/02/2018,F,0.0,155.0,,3,1.0,30.0,0.0,0.0
1196,27/02/2018,M,0.0,138.0,235.0,D,2.0,19.0,0.0,0.0
1197,01/03/2018,M,0.0,64.0,,1,0.0,,0.0,0.0
1198,05/03/2018,F,1.0,94.0,,2,7.0,42.0,1.0,0.0
1199,07/03/2018,F,0.0,109.0,,D,9.0,31.0,0.0,0.0
1200,23/07/2018,F,0.0,111.0,,D,5.0,15.0,0.0,0.0
1201,24/07/2018,M,0.0,61.0,,D,1.0,20.0,0.0,0.0
1202,24/07/2018,M,1.0,232.0,,D,2.0,8.0,0.0,0.0
1203,25/07/2018,M,2.0,129.0,,D,13.0,12.0,0.0,0.0
1204,25/07/2018,M,0.0,118.0,,D,2.0,60.0,0.0,0.0
1205,27/07/2018,F,0.0,305.0,,1,0.0,,0.0,0.0
1206,28/07/2018,F,0.0,121.0,,0,2.0,48.0,0.0,0.0
1207,29/07/2018,M,0.0,132.0,,1,2.0,25.0,0.0,0.0
1208,30/07/2018,M,0.0,224.0,,3,0.0,,0.0,0.0
1209,30/07/2018,M,1.0,47.0,,D,0.0,,0.0,0.0
1210,01/08/2018,F,0.0,29.0,,U,0.0,,0.0,0.0
1211,05/11/2018,F,0.0,99.0,,0,4.0,33.0,1.0,0.0
1212,04/12/2018,M,0.0,210.0,,U,1.0,42.0,0.0,0.0
1213,05/11/2018,F,0.0,45.0,,0,0.0,,0.0,0.0
1214,06/11/2018,F,1.0,106.0,,D,6.0,48.0,0.0,0.0
1215,14/01/2019,M,6.0,150.0,,2,0.0,,0.0,0.0
1216,14/01/2019,F,2.0,173.0,,0,4.0,44.0,0.0,0.0
1217,14/01/2019,M,0.0,52.0,,3,0.0,,0.0,0.0
1218,14/01/2019,F,0.0,61.0,,0,0.0,,0.0,0.0
1219,14/01/2019,M,1.0,112.0,,U,7.0,44.0,0.0,0.0
1220,14/01/2019,M,0.0,73.0,,D,2.0,21.0,0.0,0.0
1221,14/01/2019,F,0.0,71.0,,D,4.0,18.0,0.0,0.0
1222,15/01/2019,F,0.0,141.0,,D,4.0,8.0,0.0,0.0
1223,27/03/2019,M,0.0,307.0,,1,0.0,,0.0,0.0
1224,27/03/2019,M,0.0,133.0,0.0,3,0.0,,0.0,0.0
1225,29/03/2019,M,0.0,162.0,0.0,U,1.0,37.0,0.0,0.0
1226,08/03/2019,M,1.0,74.0,,D,2.0,7.0,0.0,0.0
1227,09/03/2019,M,0.0,268.0,,1,4.0,54.0,0.0,0.0
1228,09/03/2019,M,0.0,94.0,,U,0.0,,0.0,0.0
1229,09/03/2019,M,0.0,218.0,1469.0,U,0.0,,0.0,0.0
1230,10/03/2019,F,0.0,75.0,,U,0.0,,0.0,0.0
1231,10/03/2019,F,0.0,116.0,,1,4.0,44.0,3.0,0.0
1232,11/03/2019,F,0.0,161.0,,U,0.0,,0.0,0.0
1233,30/05/2017,M,0.0,92.0,,0,0.0,,0.0,0.0
1234,07/07/2017,F,0.0,114.0,,0,2.0,52.0,0.0,0.0
1235,27/02/2018,F,0.0,101.0,,D,1.0,21.0,0.0,0.0
1236,27/02/2018,F,0.0,188.0,,D,2.0,24.0,0.0,0.0
1237,07/03/2018,F,0.0,43.0,,1,0.0,,0.0,0.0
1238,27/07/2018,F,0.0,159.0,,1,1.0,51.0,0.0,0.0
1239,28/07/2018,F,0.0,,,,0.0,,0.0,0.0
1240,28/07/2018,F,0.0,87.0,,U,0.0,,0.0,0.0
1241,01/08/2018,M,0.0,105.0,183.0,D,1.0,40.0,0.0,0.0
1242,02/11/2018,F,1.0,145.0,20.0,D,2.0,40.0,0.0,0.0
1243,05/11/2018,F,0.0,127.0,,1,0.0,,0.0,0.0
1244,12/01/2019,F,0.0,133.0,,D,3.0,28.0,0.0,0.0
1245,12/01/2019,F,0.0,121.0,,U,0.0,,0.0,0.0
1246,28/03/2019,M,0.0,105.0,,D,8.0,12.0,0.0,0.0
1247,08/03/2019,M,2.0,96.0,,D,9.0,15.0,1.0,0.0
1248,08/03/2019,F,0.0,56.0,,D,5.0,0.0,0.0,0.0
1249,10/03/2019,M,0.0,106.0,,0,3.0,44.0,0.0,0.0
1250,25/07/2019,M,0.0,75.0,,1,1.0,68.0,0.0,0.0
1251,27/07/2019,M,2.0,121.0,,D,3.0,11.0,1.0,0.0
1252,08/07/2017,F,0.0,74.0,,3,0.0,,0.0,0.0
1253,17/07/2017,F,2.0,93.0,,D,1.0,8.0,0.0,0.0
1254,19/07/2017,F,0.0,44.0,,D,2.0,38.0,1.0,0.0
1255,24/07/2017,M,0.0,216.0,,U,8.0,47.0,0.0,0.0
1256,25/07/2017,F,1.0,69.0,160.0,0,6.0,33.0,0.0,0.0
1257,05/03/2018,M,1.0,209.0,,0,4.0,29.0,0.0,0.0
1258,05/03/2018,F,0.0,171.0,,D,5.0,15.0,0.0,0.0
1259,06/03/2018,F,0.0,116.0,,D,2.0,20.0,0.0,0.0
1260,08/03/2018,M,2.0,76.0,,1,5.0,57.0,0.0,0.0
1261,23/07/2018,F,0.0,98.0,,0,0.0,,0.0,0.0
1262,23/07/2018,F,0.0,101.0,,D,9.0,16.0,0.0,0.0
1263,23/07/2018,M,2.0,738.0,,0,1.0,42.0,0.0,0.0
1264,24/07/2018,F,1.0,180.0,,0,0.0,,0.0,0.0
1265,25/07/2018,M,0.0,68.0,,D,2.0,3.0,0.0,0.0
1266,26/07/2018,F,1.0,110.0,,D,9.0,17.0,0.0,0.0
1267,28/07/2018,M,0.0,107.0,,0,0.0,,0.0,0.0
1268,28/07/2018,M,0.0,112.0,3021.0,U,1.0,59.0,0.0,0.0
1269,30/07/2018,M,0.0,98.0,,0,0.0,,0.0,0.0
1270,30/07/2018,F,0.0,111.0,0.0,U,1.0,37.0,0.0,0.0
1271,30/07/2018,F,2.0,71.0,,D,1.0,33.0,0.0,0.0
1272,01/08/2018,M,0.0,209.0,,3,0.0,,6.0,0.0
1273,03/11/2018,M,1.0,134.0,,4,0.0,,0.0,0.0
1274,03/11/2018,F,0.0,121.0,,2,3.0,25.0,0.0,0.0
1275,05/11/2018,M,1.0,94.0,,2,1.0,28.0,0.0,0.0
1276,04/12/2018,M,0.0,128.0,,U,0.0,,0.0,0.0
1277,04/12/2018,M,0.0,129.0,0.0,1,1.0,61.0,0.0,0.0
1278,05/12/2018,M,0.0,81.0,,1,0.0,,0.0,0.0
1279,05/12/2018,M,0.0,114.0,,U,0.0,,0.0,0.0
1280,05/11/2018,F,0.0,112.0,195.0,D,0.0,,0.0,0.0
1281,06/11/2018,M,0.0,369.0,,U,0.0,,0.0,0.0
1282,06/11/2018,M,0.0,35.0,,D,3.0,15.0,0.0,0.0
1283,07/11/2018,F,0.0,71.0,,U,1.0,65.0,0.0,0.0
1284,07/11/2018,M,0.0,2.0,,0,0.0,,0.0,0.0
1285,12/01/2019,F,2.0,106.0,,3,7.0,51.0,0.0,0.0
1286,13/01/2019,M,0.0,162.0,,D,6.0,23.0,0.0,0.0
1287,14/01/2019,M,0.0,65.0,,D,13.0,6.0,1.0,0.0
1288,14/01/2019,F,0.0,18.0,,U,0.0,,0.0,0.0
1289,15/01/2019,M,0.0,136.0,,2,3.0,30.0,3.0,0.0
1290,15/01/2019,F,0.0,175.0,,D,0.0,,0.0,0.0
1291,15/01/2019,M,1.0,137.0,,U,0.0,,0.0,0.0
1292,15/01/2019,F,0.0,49.0,,0,0.0,,0.0,0.0
1293,27/03/2019,F,2.0,137.0,200.0,0,6.0,36.0,0.0,0.0
1294,27/03/2019,M,0.0,218.0,,U,0.0,,0.0,0.0
1295,08/03/2019,M,0.0,147.0,,D,1.0,21.0,0.0,0.0
1296,09/03/2019,M,0.0,141.0,,U,0.0,,0.0,0.0
1297,11/03/2019,M,0.0,145.0,,1,9.0,57.0,0.0,0.0
1298,11/03/2019,M,0.0,213.0,0.0,2,5.0,46.0,0.0,0.0
1299,05/06/2017,F,2.0,105.0,,2,1.0,66.0,0.0,0.0
1300,16/06/2017,F,0.0,76.0,,U,0.0,,0.0,0.0
1301,29/06/2017,F,1.0,104.0,,3,1.0,34.0,0.0,0.0
1302,01/07/2017,F,0.0,160.0,,D,1.0,24.0,0.0,0.0
1303,03/07/2017,M,0.0,88.0,,1,0.0,,0.0,0.0
1304,13/07/2017,M,0.0,120.0,,2,0.0,,0.0,0.0
1305,21/02/2018,M,2.0,121.0,,0,5.0,44.0,0.0,0.0
1306,21/02/2018,M,0.0,104.0,,U,1.0,58.0,0.0,0.0
1307,22/02/2018,M,0.0,109.0,,D,2.0,5.0,0.0,0.0
1308,07/03/2018,F,0.0,85.0,,U,2.0,70.0,0.0,0.0
1309,07/03/2018,F,0.0,127.0,145.0,D,2.0,5.0,0.0,0.0
1310,26/07/2018,M,0.0,207.0,,U,0.0,,0.0,0.0
1311,30/07/2018,M,1.0,208.0,,0,4.0,60.0,0.0,0.0
1312,31/07/2018,F,0.0,111.0,,0,3.0,40.0,0.0,0.0
1313,01/08/2018,F,0.0,111.0,,U,0.0,,0.0,0.0
1314,05/11/2018,M,0.0,130.0,,1,1.0,60.0,0.0,0.0
1315,14/01/2019,F,2.0,173.0,831.0,0,8.0,41.0,0.0,0.0
1316,16/01/2019,F,0.0,95.0,,U,0.0,,0.0,0.0
1317,16/01/2019,M,1.0,174.0,,D,0.0,,0.0,0.0
1318,27/03/2019,M,0.0,65.0,,1,0.0,,1.0,0.0
1319,08/07/2017,M,1.0,119.0,,0,1.0,36.0,0.0,0.0
1320,10/07/2017,F,0.0,83.0,,0,7.0,32.0,0.0,0.0
1321,11/07/2017,F,0.0,79.0,,0,0.0,,0.0,0.0
1322,14/07/2017,F,0.0,125.0,,D,2.0,12.0,1.0,0.0
1323,14/07/2017,M,1.0,26.0,,U,0.0,,0.0,0.0
1324,15/07/2017,M,0.0,139.0,,4,1.0,65.0,0.0,0.0
1325,21/07/2017,F,0.0,44.0,,0,0.0,,0.0,0.0
1326,20/02/2018,F,1.0,142.0,,4,10.0,47.0,0.0,0.0
1327,20/02/2018,M,2.0,101.0,,D,7.0,10.0,4.0,0.0
1328,21/02/2018,M,1.0,115.0,326.0,U,0.0,,0.0,0.0
1329,23/02/2018,F,1.0,109.0,499.0,D,6.0,4.0,1.0,0.0
1330,23/02/2018,F,0.0,9.0,,0,0.0,,0.0,0.0
1331,25/02/2018,F,0.0,59.0,,U,0.0,,1.0,0.0
1332,27/02/2018,F,0.0,93.0,,1,0.0,,1.0,0.0
1333,01/03/2018,F,3.0,155.0,,D,5.0,22.0,0.0,0.0
1334,01/03/2018,M,1.0,123.0,,D,7.0,32.0,1.0,0.0
1335,02/03/2018,F,0.0,43.0,,4,0.0,,0.0,0.0
1336,02/03/2018,M,0.0,11.0,,0,0.0,,0.0,0.0
1337,02/03/2018,M,1.0,201.0,,D,4.0,3.0,0.0,0.0
1338,05/03/2018,F,0.0,48.0,,D,1.0,15.0,0.0,0.0
1339,05/03/2018,M,0.0,176.0,,D,5.0,18.0,0.0,0.0
1340,05/03/2018,F,0.0,16.0,,U,0.0,,0.0,0.0
1341,05/03/2018,M,0.0,41.0,,0,0.0,,0.0,0.0
1342,06/03/2018,M,0.0,126.0,,U,0.0,,0.0,0.0
1343,07/03/2018,M,0.0,48.0,,2,0.0,,0.0,0.0
1344,08/03/2018,M,1.0,171.0,,D,5.0,22.0,0.0,0.0
1345,24/07/2018,F,0.0,153.0,,D,0.0,,0.0,0.0
1346,25/07/2018,F,0.0,82.0,,0,0.0,,0.0,0.0
1347,27/07/2018,F,2.0,129.0,,D,3.0,9.0,0.0,0.0
1348,27/07/2018,M,1.0,86.0,0.0,U,1.0,55.0,0.0,0.0
1349,30/07/2018,M,0.0,72.0,,D,1.0,10.0,0.0,0.0
1350,31/07/2018,M,0.0,87.0,,1,0.0,,0.0,0.0
1351,01/08/2018,M,0.0,168.0,208.0,3,0.0,,0.0,0.0
1352,02/11/2018,F,1.0,44.0,,0,2.0,31.0,0.0,0.0
1353,03/11/2018,F,2.0,96.0,,D,7.0,4.0,0.0,0.0
1354,04/11/2018,M,0.0,347.0,,U,0.0,,0.0,0.0
1355,05/11/2018,M,0.0,62.0,,2,3.0,48.0,0.0,0.0
1356,04/12/2018,M,0.0,365.0,,D,3.0,7.0,0.0,0.0
1357,04/12/2018,M,0.0,159.0,,3,0.0,,0.0,0.0
1358,06/11/2018,M,0.0,122.0,,0,0.0,,0.0,0.0
1359,13/01/2019,F,0.0,123.0,,U,2.0,46.0,0.0,0.0
1360,14/01/2019,F,0.0,44.0,,U,0.0,,0.0,0.0
1361,14/01/2019,M,0.0,36.0,481.0,1,0.0,,0.0,0.0
1362,15/01/2019,M,0.0,67.0,,D,1.0,58.0,0.0,0.0
1363,15/01/2019,M,0.0,55.0,,0,0.0,,0.0,0.0
1364,15/01/2019,M,2.0,292.0,,D,7.0,6.0,3.0,0.0
1365,15/01/2019,M,0.0,211.0,,D,2.0,20.0,0.0,0.0
1366,15/01/2019,M,1.0,48.0,,D,3.0,14.0,0.0,0.0
1367,15/01/2019,F,0.0,20.0,,U,0.0,,0.0,0.0
1368,16/01/2019,F,2.0,172.0,2589.0,1,0.0,,0.0,0.0
1369,26/03/2019,F,0.0,44.0,,U,1.0,63.0,1.0,0.0
1370,26/03/2019,M,0.0,144.0,190.0,D,6.0,20.0,0.0,0.0
1371,08/03/2019,M,3.0,134.0,,D,1.0,7.0,0.0,0.0
1372,08/03/2019,M,1.0,234.0,,2,0.0,,0.0,0.0
1373,08/03/2019,F,3.0,153.0,,1,0.0,,0.0,0.0
1374,09/03/2019,F,0.0,232.0,,2,2.0,64.0,0.0,0.0
1375,25/07/2019,F,0.0,76.0,,D,4.0,12.0,0.0,0.0
1376,11/05/2017,M,0.0,104.0,,1,0.0,,0.0,0.0
1377,12/06/2017,F,0.0,179.0,,D,4.0,12.0,0.0,0.0
1378,21/06/2017,M,0.0,100.0,,U,3.0,31.0,0.0,0.0
1379,20/02/2018,F,0.0,94.0,,U,0.0,,0.0,0.0
1380,27/02/2018,F,0.0,128.0,667.0,U,0.0,,0.0,0.0
1381,02/03/2018,F,0.0,368.0,,D,2.0,19.0,0.0,0.0
1382,04/03/2018,M,0.0,220.0,,U,0.0,,0.0,0.0
1383,27/07/2018,F,1.0,157.0,,U,1.0,57.0,0.0,0.0
1384,29/07/2018,M,0.0,127.0,,U,0.0,,0.0,0.0
1385,03/11/2018,M,0.0,135.0,,U,0.0,,1.0,0.0
1386,05/11/2018,M,0.0,145.0,,0,4.0,47.0,0.0,0.0
1387,05/12/2018,F,1.0,175.0,,D,3.0,15.0,0.0,0.0
1388,07/11/2018,M,2.0,93.0,,D,1.0,17.0,0.0,0.0
1389,12/01/2019,M,0.0,147.0,,U,0.0,,0.0,0.0
1390,12/01/2019,F,0.0,78.0,,D,3.0,20.0,0.0,0.0
1391,14/01/2019,M,0.0,76.0,,4,1.0,34.0,0.0,0.0
1392,15/01/2019,F,2.0,103.0,290.0,U,2.0,51.0,0.0,0.0
1393,15/01/2019,M,0.0,254.0,,U,0.0,,0.0,0.0
1394,29/03/2019,M,0.0,143.0,,D,1.0,69.0,0.0,0.0
1395,10/03/2019,F,1.0,126.0,,D,11.0,24.0,2.0,0.0
1396,25/07/2019,F,0.0,105.0,,U,2.0,32.0,0.0,0.0
1397,25/07/2019,M,0.0,111.0,389.0,D,8.0,16.0,0.0,0.0
1398,27/04/2017,F,0.0,47.0,,0,0.0,,0.0,0.0
1399,20/06/2017,M,0.0,18.0,,U,0.0,,0.0,0.0
1400,06/07/2017,M,0.0,73.0,,4,0.0,,0.0,0.0
1401,10/07/2017,F,0.0,46.0,,U,1.0,27.0,0.0,0.0
1402,10/07/2017,F,0.0,198.0,,1,0.0,,0.0,0.0
1403,10/07/2017,F,0.0,191.0,,D,4.0,11.0,0.0,0.0
1404,11/07/2017,F,4.0,250.0,436.0,D,6.0,10.0,0.0,0.0
1405,23/02/2018,M,0.0,94.0,,D,9.0,4.0,1.0,0.0
1406,25/02/2018,M,1.0,166.0,399.0,D,13.0,44.0,0.0,0.0
1407,25/02/2018,F,0.0,172.0,,U,0.0,,0.0,0.0
1408,26/02/2018,M,1.0,92.0,,U,10.0,29.0,0.0,0.0
1409,27/02/2018,F,0.0,94.0,159.0,1,1.0,26.0,0.0,0.0
1410,28/02/2018,F,1.0,83.0,212.0,D,4.0,10.0,0.0,0.0
1411,01/03/2018,F,1.0,267.0,,D,2.0,22.0,0.0,0.0
1412,01/03/2018,F,0.0,148.0,,D,0.0,,0.0,0.0
1413,04/03/2018,M,0.0,135.0,,D,3.0,23.0,0.0,0.0
1414,05/03/2018,M,0.0,94.0,,D,0.0,,0.0,0.0
1415,05/03/2018,F,0.0,126.0,,D,2.0,14.0,0.0,0.0
1416,07/03/2018,M,0.0,45.0,,0,0.0,,0.0,0.0
1417,07/03/2018,M,0.0,84.0,,0,0.0,,0.0,0.0
1418,23/07/2018,F,0.0,88.0,,2,1.0,51.0,0.0,0.0
1419,24/07/2018,M,1.0,128.0,,D,3.0,4.0,0.0,0.0
1420,24/07/2018,F,1.0,224.0,,U,6.0,52.0,0.0,0.0
1421,24/07/2018,M,0.0,,,0,0.0,,0.0,0.0
1422,25/07/2018,M,0.0,45.0,,2,0.0,,1.0,0.0
1423,25/07/2018,F,0.0,107.0,,D,3.0,12.0,1.0,0.0
1424,26/07/2018,M,1.0,102.0,,D,11.0,0.0,1.0,0.0
1425,26/07/2018,M,1.0,109.0,,D,8.0,11.0,0.0,0.0
1426,27/07/2018,F,2.0,105.0,,D,6.0,12.0,0.0,0.0
1427,30/07/2018,F,2.0,98.0,,4,5.0,37.0,0.0,0.0
1428,31/07/2018,M,1.0,237.0,,D,1.0,20.0,0.0,0.0
1429,31/07/2018,M,0.0,60.0,,D,0.0,,0.0,0.0
1430,01/08/2018,F,2.0,93.0,,U,3.0,67.0,1.0,0.0
1431,05/11/2018,F,0.0,121.0,,0,1.0,56.0,0.0,0.0
1432,04/12/2018,M,0.0,236.0,,D,1.0,24.0,0.0,0.0
1433,05/12/2018,F,0.0,166.0,,U,1.0,70.0,0.0,0.0
1434,05/12/2018,F,0.0,101.0,,U,0.0,,0.0,0.0
1435,05/12/2018,M,0.0,109.0,,U,0.0,,0.0,0.0
1436,06/11/2018,F,0.0,114.0,,D,5.0,57.0,0.0,0.0
1437,06/11/2018,F,1.0,35.0,,1,0.0,,0.0,0.0
1438,07/11/2018,M,1.0,135.0,179.0,D,6.0,6.0,0.0,0.0
1439,13/01/2019,M,0.0,73.0,,D,2.0,21.0,0.0,0.0
1440,13/01/2019,F,0.0,83.0,,D,3.0,18.0,0.0,0.0
1441,14/01/2019,M,0.0,97.0,,D,4.0,7.0,0.0,0.0
1442,14/01/2019,,2.0,91.0,,U,7.0,59.0,0.0,0.0
1443,14/01/2019,F,0.0,121.0,,D,2.0,14.0,0.0,0.0
1444,14/01/2019,M,0.0,,,,0.0,,0.0,0.0
1445,15/01/2019,M,1.0,82.0,,2,3.0,49.0,0.0,0.0
1446,15/01/2019,F,0.0,117.0,,U,0.0,,0.0,0.0
1447,15/01/2019,M,2.0,154.0,,U,0.0,,0.0,0.0
1448,15/01/2019,M,0.0,207.0,,1,2.0,40.0,0.0,0.0
1449,15/01/2019,M,1.0,132.0,,D,4.0,19.0,0.0,0.0
1450,08/03/2019,M,0.0,210.0,,U,5.0,49.0,0.0,0.0
1451,08/03/2019,M,0.0,135.0,,2,0.0,,2.0,0.0
1452,09/03/2019,M,0.0,94.0,,1,1.0,66.0,0.0,0.0
1453,23/05/2017,F,0.0,57.0,,U,0.0,,0.0,0.0
1454,27/05/2017,F,0.0,190.0,,U,0.0,,0.0,0.0
1455,25/06/2017,F,0.0,9.0,,0,0.0,,0.0,0.0
1456,01/07/2017,M,0.0,30.0,,0,0.0,,0.0,0.0
1457,08/07/2017,M,0.0,194.0,,D,6.0,2.0,0.0,0.0
1458,23/07/2017,F,0.0,56.0,,D,4.0,15.0,2.0,0.0
1459,25/07/2017,M,0.0,197.0,,1,2.0,35.0,0.0,0.0
1460,26/07/2018,M,0.0,185.0,,0,2.0,48.0,0.0,0.0
1461,27/07/2018,F,0.0,70.0,,1,3.0,31.0,0.0,0.0
1462,30/07/2018,F,0.0,106.0,,D,3.0,15.0,0.0,0.0
1463,04/12/2018,F,0.0,83.0,,U,1.0,67.0,0.0,0.0
1464,05/11/2018,M,0.0,241.0,228.0,1,0.0,,0.0,0.0
1465,06/11/2018,M,0.0,231.0,654.0,D,3.0,24.0,0.0,0.0
1466,06/11/2018,F,0.0,56.0,,0,1.0,44.0,0.0,0.0
1467,12/01/2019,F,0.0,125.0,,D,1.0,21.0,0.0,0.0
1468,09/03/2019,F,0.0,249.0,,0,2.0,62.0,0.0,0.0
1469,25/07/2019,M,3.0,183.0,,D,5.0,3.0,0.0,0.0
1470,14/06/2017,F,1.0,60.0,,D,7.0,15.0,0.0,0.0
1471,06/07/2017,M,0.0,84.0,,0,5.0,26.0,0.0,0.0
1472,07/07/2017,M,3.0,158.0,,D,16.0,20.0,1.0,0.0
1473,14/07/2017,F,0.0,316.0,,3,0.0,,0.0,0.0
1474,14/07/2017,F,0.0,273.0,,U,0.0,,0.0,0.0
1475,18/07/2017,F,0.0,86.0,,D,3.0,64.0,0.0,0.0
1476,19/07/2017,F,0.0,114.0,,D,3.0,21.0,0.0,0.0
1477,21/07/2017,M,0.0,249.0,,0,1.0,37.0,0.0,0.0
1478,25/07/2017,F,1.0,109.0,,D,5.0,2.0,0.0,0.0
1479,20/02/2018,F,0.0,205.0,,U,2.0,34.0,0.0,0.0
1480,20/02/2018,F,5.0,110.0,,D,11.0,25.0,1.0,0.0
1481,20/02/2018,F,0.0,162.0,,2,4.0,29.0,0.0,0.0
1482,21/02/2018,M,1.0,79.0,,D,4.0,32.0,0.0,0.0
1483,21/02/2018,M,0.0,74.0,,4,0.0,,0.0,0.0
1484,24/02/2018,M,0.0,199.0,,D,1.0,57.0,3.0,0.0
1485,26/02/2018,F,2.0,154.0,,D,4.0,16.0,0.0,0.0
1486,26/02/2018,F,1.0,77.0,,D,3.0,18.0,0.0,0.0
1487,27/02/2018,F,0.0,210.0,219.0,D,1.0,15.0,0.0,0.0
1488,27/02/2018,F,5.0,239.0,,D,9.0,22.0,0.0,0.0
1489,28/02/2018,F,0.0,60.0,,U,1.0,69.0,0.0,0.0
1490,04/03/2018,F,0.0,124.0,,2,1.0,64.0,0.0,0.0
1491,05/03/2018,F,1.0,92.0,,D,1.0,38.0,0.0,0.0
1492,27/07/2018,M,1.0,73.0,,D,2.0,14.0,0.0,0.0
1493,28/07/2018,F,0.0,46.0,0.0,2,0.0,,0.0,0.0
1494,28/07/2018,F,0.0,100.0,,1,0.0,,1.0,0.0
1495,28/07/2018,M,1.0,139.0,,U,1.0,44.0,0.0,0.0
1496,30/07/2018,M,0.0,2.0,22.0,0,0.0,,0.0,0.0
1497,30/07/2018,F,0.0,136.0,,D,2.0,14.0,1.0,0.0
1498,03/11/2018,M,0.0,105.0,,0,0.0,,0.0,0.0
1499,03/11/2018,M,0.0,221.0,,U,0.0,,0.0,0.0
1500,05/11/2018,M,1.0,112.0,,D,3.0,32.0,0.0,0.0
1501,04/12/2018,M,0.0,79.0,,2,5.0,28.0,0.0,0.0
1502,04/12/2018,M,1.0,131.0,182.0,D,4.0,13.0,0.0,0.0
1503,05/12/2018,M,0.0,57.0,1033.0,1,1.0,35.0,0.0,0.0
1504,05/11/2018,F,0.0,83.0,,U,0.0,,0.0,0.0
1505,06/11/2018,F,1.0,63.0,,1,0.0,,0.0,0.0
1506,06/11/2018,M,0.0,99.0,,U,0.0,,0.0,0.0
1507,07/11/2018,M,1.0,131.0,,D,3.0,8.0,0.0,0.0
1508,12/01/2019,M,0.0,143.0,,0,1.0,70.0,0.0,0.0
1509,13/01/2019,F,1.0,167.0,440.0,U,0.0,,0.0,0.0
1510,14/01/2019,M,1.0,96.0,299.0,D,3.0,20.0,0.0,0.0
1511,14/01/2019,,0.0,63.0,,1,8.0,29.0,0.0,0.0
1512,15/01/2019,F,4.0,175.0,,D,5.0,37.0,0.0,0.0
1513,15/01/2019,M,0.0,86.0,,D,6.0,0.0,0.0,0.0
1514,27/03/2019,F,1.0,82.0,0.0,1,0.0,,0.0,0.0
1515,28/03/2019,F,0.0,168.0,,D,1.0,9.0,0.0,0.0
1516,09/03/2019,M,0.0,266.0,0.0,U,0.0,,0.0,0.0
1517,10/03/2019,F,0.0,147.0,572.0,U,2.0,66.0,0.0,0.0
1518,10/03/2019,M,0.0,95.0,,1,1.0,47.0,0.0,0.0
1519,11/03/2019,M,0.0,110.0,2244.0,2,0.0,,4.0,0.0
1520,08/04/2017,F,0.0,26.0,,U,0.0,,0.0,0.0
1521,23/05/2017,F,0.0,76.0,,1,0.0,,0.0,0.0
1522,01/07/2017,F,1.0,116.0,,D,7.0,9.0,0.0,0.0
1523,03/07/2017,F,0.0,134.0,,D,2.0,7.0,0.0,0.0
1524,05/07/2017,M,0.0,95.0,573.0,U,0.0,,0.0,0.0
1525,13/07/2017,M,0.0,29.0,,0,1.0,64.0,0.0,0.0
1526,24/02/2018,M,1.0,127.0,,U,1.0,43.0,0.0,0.0
